Item,Date,Qty,Comment,Type
YT446581,5/27/2021,6,PR 584.00,FC
YT446581,6/29/2021,7,PR 584.00,FC
YT446581,7/29/2021,6,PR 584.00,FC
YT446581,8/30/2021,6,PR 584.00,FC
YT446581,9/29/2021,6,PR 584.00,FC
YT446936,5/4/2021,4,INN 11383.00,FC
YT446936,6/7/2021,3,INN 11383.00,FC
YT448212,10/29/2021,3,KOH 44546.00,FC
YT448212,11/24/2021,5,KOH 44564.00,FC
YT448212,5/28/2021,5,KOH 44546.00,FC
YT448212,6/18/2021,4,KOH 44546.00,FC
YT448212,7/26/2021,4,KOH 44546.00,FC
YT448212,8/27/2021,3,KOH 44546.00,FC
YT448212,9/24/2021,5,KOH 44546.00,FC
YT448795,10/29/2021,4,KOH 64616.00,FC
YT448795,11/24/2021,11,KOH 64616.00,FC
YT448795,4/26/2021,6,KOH 64616.00,FC
YT448795,5/28/2021,3,KOH 64616.00,FC
YT448795,6/18/2021,3,KOH 64616.00,FC
YT448795,7/26/2021,6,KOH 64616.00,FC
YT448795,8/27/2021,4,KOH 64616.00,FC
YT448795,9/24/2021,5,KOH 64616.00,FC
YT449094-818,4/26/2021,1,CAT 78773.00,FC
YT449094-818,4/29/2021,1,CAT 78773.00,FC
YT449094-818,4/30/2021,1,CAT 78773.00,FC
YT449099,10/28/2021,1,CAT 65820.00,FC
YT449099,4/29/2021,1,CAT 65820.00,FC
YT449099,5/28/2021,1,CAT 65820.00,FC
YT449099,6/29/2021,1,CAT 65820.00,FC
YT449099,7/29/2021,1,CAT 65820.00,FC
YT449099,8/30/2021,1,CAT 65820.00,FC
YT449099,9/29/2021,1,CAT 65820.00,FC
YT449109,7/15/2021,1,CAT 66554.00,FC
YT449109,7/16/2021,1,CAT 66554.00,FC
YT50972-234.50,7/13/2021,3,CAT 21.00,FC
