Item,Bucket,Date,End Date,Number of Buckets,Current,Original,Total,Confidence(%),Project Number,,Task Number,Line,Comment,Forecast,[  ]
YT427809,Days,7/2/2021,,1,1,1,1,100,,,,,KOH 18839.00,LEX-FCST,.
YT427809,Days,8/9/2021,,1,1,1,1,100,,,,,KOH 18839.00,LEX-FCST,.
YT427809,Days,9/3/2021,,1,1,1,1,100,,,,,KOH 18839.00,LEX-FCST,.
YT427809,Days,10/4/2021,,1,2,2,2,100,,,,,KOH 18839.00,LEX-FCST,.
YT427809,Days,11/1/2021,,1,1,1,1,100,,,,,KOH 18839.00,LEX-FCST,.
YT427810,Days,3/29/2021,,1,2,2,2,100,,,,,KOH 20882.00,LEX-FCST,.
YT427810,Days,4/19/2021,,1,1,1,1,100,,,,,KOH 20882.00,LEX-FCST,.
YT427810,Days,4/26/2021,,1,1,1,1,100,,,,,KOH 20882.00,LEX-FCST,.
YT427810,Days,5/3/2021,,1,1,1,1,100,,,,,KOH 20882.00,LEX-FCST,.
YT427810,Days,5/21/2021,,1,1,1,1,100,,,,,KOH 20882.00,LEX-FCST,.
YT427810,Days,6/7/2021,,1,3,3,3,100,,,,,KOH 20882.00,LEX-FCST,.
YT427810,Days,7/2/2021,,1,3,3,3,100,,,,,KOH 20882.00,LEX-FCST,.
YT427810,Days,8/9/2021,,1,2,2,2,100,,,,,KOH 20882.00,LEX-FCST,.
YT427810,Days,9/3/2021,,1,4,4,4,100,,,,,KOH 20882.00,LEX-FCST,.
YT427810,Days,10/4/2021,,1,2,2,2,100,,,,,KOH 20882.00,LEX-FCST,.
YT427810,Days,11/1/2021,,1,2,2,2,100,,,,,KOH 20882.00,LEX-FCST,.
YT427811,Days,4/5/2021,,1,2,2,2,100,,,,,KOH 26042.00,LEX-FCST,.
YT427811,Days,4/19/2021,,1,1,1,1,100,,,,,KOH 26042.00,LEX-FCST,.
YT427811,Days,5/3/2021,,1,1,1,1,100,,,,,KOH 26042.00,LEX-FCST,.
YT427811,Days,5/24/2021,,1,1,1,1,100,,,,,KOH 26042.00,LEX-FCST,.
YT427811,Days,6/4/2021,,1,1,1,1,100,,,,,KOH 26042.00,LEX-FCST,.
YT427811,Days,7/2/2021,,1,2,2,2,100,,,,,KOH 26042.00,LEX-FCST,.
YT427811,Days,8/9/2021,,1,2,2,2,100,,,,,KOH 26042.00,LEX-FCST,.
YT427811,Days,9/3/2021,,1,2,2,2,100,,,,,KOH 26042.00,LEX-FCST,.
YT427811,Days,10/4/2021,,1,2,2,2,100,,,,,KOH 26042.00,LEX-FCST,.
YT427811,Days,11/1/2021,,1,1,1,1,100,,,,,KOH 26042.00,LEX-FCST,.
YT427812,Days,4/26/2021,,1,8,8,8,100,,,,,KOH 9435.00,LEX-FCST,.
YT427812,Days,5/24/2021,,1,1,1,1,100,,,,,KOH 9435.00,LEX-FCST,.
YT427819,Days,4/19/2021,,1,1,1,1,100,,,,,KOH 13427.00,LEX-FCST,.
YT427819,Days,5/24/2021,,1,1,1,1,100,,,,,KOH 13427.00,LEX-FCST,.
YT427819,Days,7/2/2021,,1,1,1,1,100,,,,,KOH 13427.00,LEX-FCST,.
YT427819,Days,8/9/2021,,1,1,1,1,100,,,,,KOH 13472.00,LEX-FCST,.
YT427819,Days,9/3/2021,,1,1,1,1,100,,,,,KOH 13427.00,LEX-FCST,.
YT427819,Days,10/4/2021,,1,1,1,1,100,,,,,KOH 13427.00,LEX-FCST,.
YT427820,Days,3/29/2021,,1,1,1,1,100,,,,,KOH 15099.00,LEX-FCST,.
YT427820,Days,4/5/2021,,1,1,1,1,100,,,,,KOH 15099.00,LEX-FCST,.
YT427820,Days,5/3/2021,,1,1,1,1,100,,,,,KOH 15099.00,LEX-FCST,.
YT427820,Days,6/7/2021,,1,2,2,2,100,,,,,KOH 15099.00,LEX-FCST,.
YT427820,Days,7/2/2021,,1,1,1,1,100,,,,,KOH 15099.00,LEX-FCST,.
YT427820,Days,8/9/2021,,1,1,1,1,100,,,,,KOH 15099.00,LEX-FCST,.
YT427820,Days,9/3/2021,,1,1,1,1,100,,,,,KOH 15099.00,LEX-FCST,.
YT427820,Days,10/4/2021,,1,1,1,1,100,,,,,KOH 15099.00,LEX-FCST,.
YT427820,Days,11/1/2021,,1,2,2,2,100,,,,,KOH 15099.00,LEX-FCST,.
YT427822,Days,10/4/2021,,1,1,1,1,100,,,,,KOH 6376.00,LEX-FCST,.
YT431242,Days,5/28/2021,,1,1,1,1,100,,,,,CAT 51271.00,LEX-FCST,.
YT431242,Days,6/7/2021,,1,1,1,1,100,,,,,CAT 51271.00,LEX-FCST,.
YT431242,Days,6/15/2021,,1,1,1,1,100,,,,,CAT 51271.00,LEX-FCST,.
YT431242,Days,6/29/2021,,1,2,2,2,100,,,,,CAT 51271.00,LEX-FCST,.
YT431242,Days,7/29/2021,,1,1,1,1,100,,,,,CAT 51271.00,LEX-FCST,.
YT431242,Days,8/6/2021,,1,1,1,1,100,,,,,CAT 51271.00,LEX-FCST,.
YT431242,Days,8/16/2021,,1,1,1,1,100,,,,,CAT 51271.00,LEX-FCST,.
YT431242,Days,8/30/2021,,1,1,1,1,100,,,,,CAT 51271.00,LEX-FCST,.
YT431242,Days,9/8/2021,,1,1,1,1,100,,,,,CAT 51271.00,LEX-FCST,.
YT431242,Days,9/15/2021,,1,1,1,1,100,,,,,CAT 51271.00,LEX-FCST,.
YT431242,Days,9/29/2021,,1,1,1,1,100,,,,,CAT 51271.00,LEX-FCST,.
YT431242,Days,10/7/2021,,1,1,1,1,100,,,,,CAT 51271.00,LEX-FCST,.
YT431242,Days,10/14/2021,,1,1,1,1,100,,,,,CAT 51271.00,LEX-FCST,.
YT431242,Days,10/28/2021,,1,1,1,1,100,,,,,CAT 51271.00,LEX-FCST,.
YT431242,Days,11/4/2021,,1,1,1,1,100,,,,,CAT 51271.00,LEX-FCST,.
YT431242,Days,11/10/2021,,1,1,1,1,100,,,,,CAT 51271.00,LEX-FCST,.
YT431254,Days,4/26/2021,,1,1,2,1,100,,,,,CAT 34706.15,LEX-FCST,.
YT431254,Days,4/27/2021,,1,1,1,1,100,,,,,CAT 34706.15,LEX-FCST,.
YT431254,Days,5/3/2021,,1,1,1,1,100,,,,,CAT 34706.15,LEX-FCST,.
YT431254,Days,5/24/2021,,1,2,2,2,100,,,,,CAT 34706.15,LEX-FCST,.
YT431254,Days,6/24/2021,,1,1,1,1,100,,,,,CAT 34706.15,LEX-FCST,.
YT431254,Days,7/26/2021,,1,1,1,1,100,,,,,CAT 34706.15,LEX-FCST,.
YT431254,Days,8/25/2021,,1,1,1,1,100,,,,,CAT 34706.15,LEX-FCST,.
YT431254,Days,9/24/2021,,1,1,1,1,100,,,,,CAT 34706.15,LEX-FCST,.
YT431254,Days,10/25/2021,,1,1,1,1,100,,,,,CAT 34706.15,LEX-FCST,.
YT431254,Days,11/22/2021,,1,1,1,1,100,,,,,CAT 34706.15,LEX-FCST,.
YT431331,Days,4/13/2021,,1,2,2,2,100,,,,,CAT 505.00,LEX-FCST,.
YT431331,Days,5/11/2021,,1,1,1,1,100,,,,,CAT 505.00,LEX-FCST,.
YT431331,Days,6/11/2021,,1,1,1,1,100,,,,,CAT 505.00,LEX-FCST,.
YT431331,Days,7/13/2021,,1,1,1,1,100,,,,,CAT 505.00,LEX-FCST,.
YT431331,Days,8/12/2021,,1,1,1,1,100,,,,,CAT 505.00,LEX-FCST,.
YT431331,Days,9/13/2021,,1,1,1,1,100,,,,,CAT 505.00,LEX-FCST,.
YT431331,Days,10/12/2021,,1,1,1,1,100,,,,,CAT 505.00,LEX-FCST,.
YT431331,Days,11/9/2021,,1,1,1,1,100,,,,,CAT 505.00,LEX-FCST,.
YT433025-AO-816,Days,5/11/2021,,1,1,1,1,100,,,,,CAT 695.00,LEX-FCST,.
YT433026-AO-816,Days,5/11/2021,,1,1,1,1,100,,,,,CAT 695.00,LEX-FCST,.
YT433029-AO-816,Days,7/13/2021,,1,2,0,2,100,,,,,CAT 35.00,LEX-FCST,.
YT435053,Days,4/26/2021,,1,1,1,1,100,,,,,CAT 27142.52,LEX-FCST,.
YT435053,Days,5/24/2021,,1,1,1,1,100,,,,,CAT 27142.52,LEX-FCST,.
YT435053,Days,6/24/2021,,1,1,1,1,100,,,,,CAT 27142.52,LEX-FCST,.
YT435053,Days,7/26/2021,,1,1,1,1,100,,,,,CAT 27142.52,LEX-FCST,.
YT435053,Days,8/25/2021,,1,1,1,1,100,,,,,CAT 27142.52,LEX-FCST,.
YT435053,Days,9/24/2021,,1,1,1,1,100,,,,,CAT 27142.52,LEX-FCST,.
YT435053,Days,10/25/2021,,1,1,1,1,100,,,,,CAT 27142.52,LEX-FCST,.
YT435053,Days,11/22/2021,,1,1,1,1,100,,,,,CAT 27142.52,LEX-FCST,.
YT435054,Days,5/24/2021,,1,1,1,1,100,,,,,CAT 31944.15,LEX-FCST,.
YT435054,Days,6/24/2021,,1,1,1,1,100,,,,,CAT 31944.15,LEX-FCST,.
YT435054,Days,7/26/2021,,1,1,1,1,100,,,,,CAT 31944.15,LEX-FCST,.
YT435054,Days,8/25/2021,,1,1,1,1,100,,,,,CAT 31944.15,LEX-FCST,.
YT435054,Days,9/24/2021,,1,1,1,1,100,,,,,CAT 31944.15,LEX-FCST,.
YT435054,Days,10/25/2021,,1,1,1,1,100,,,,,CAT 31944.15,LEX-FCST,.
YT435054,Days,11/22/2021,,1,1,1,1,100,,,,,CAT 31944.15,LEX-FCST,.
YT435074,Days,5/3/2021,,1,1,1,1,100,,,,,CPG 64371.00,LEX-FCST,.
YT435074,Days,6/7/2021,,1,1,1,1,100,,,,,CPG 64371.00,LEX-FCST,.
YT435074,Days,8/2/2021,,1,1,1,1,100,,,,,CPG 64371.00,LEX-FCST,.
YT435074,Days,8/30/2021,,1,1,1,1,100,,,,,CPG 64371.00,LEX-FCST,.
YT435074,Days,9/27/2021,,1,1,1,1,100,,,,,CPG 64371.00,LEX-FCST,.
YT435074,Days,11/8/2021,,1,1,1,1,100,,,,,CPG 64371.00,LEX-FCST,.
YT435102-815,Days,4/26/2021,,1,0,2,0,100,,,,,CAT 21157.78,LEX-FCST,.
YT435102-815,Days,5/3/2021,,1,2,2,2,100,,,,,CAT 21157.78,LEX-FCST,.
YT435102-815,Days,5/10/2021,,1,1,1,1,100,,,,,CAT 21157.78,LEX-FCST,.
YT435102-815,Days,5/17/2021,,1,1,1,1,100,,,,,CAT 21157.78,LEX-FCST,.
YT435102-815,Days,5/24/2021,,1,3,3,3,100,,,,,CAT 21157.78,LEX-FCST,.
YT435102-815,Days,6/2/2021,,1,3,3,3,100,,,,,CAT 21157.78,LEX-FCST,.
YT435102-815,Days,6/10/2021,,1,3,3,3,100,,,,,CAT 21157.78,LEX-FCST,.
YT435102-815,Days,6/17/2021,,1,2,2,2,100,,,,,CAT 21157.78,LEX-FCST,.
YT435102-815,Days,6/24/2021,,1,5,5,5,100,,,,,CAT 21157.78,LEX-FCST,.
YT435102-815,Days,7/2/2021,,1,1,1,1,100,,,,,CAT 21157.78,LEX-FCST,.
YT435102-815,Days,7/12/2021,,1,1,1,1,100,,,,,CAT 21157.78,LEX-FCST,.
YT435102-815,Days,7/19/2021,,1,1,1,1,100,,,,,CAT 21157.78,LEX-FCST,.
YT435102-815,Days,7/26/2021,,1,3,3,3,100,,,,,CAT 21157.78,LEX-FCST,.
YT435102-815,Days,8/3/2021,,1,3,3,3,100,,,,,CAT 21157.78,LEX-FCST,.
YT435102-815,Days,8/11/2021,,1,3,3,3,100,,,,,CAT 21157.78,LEX-FCST,.
YT435102-815,Days,8/18/2021,,1,2,2,2,100,,,,,CAT 21157.78,LEX-FCST,.
YT435102-815,Days,8/25/2021,,1,3,3,3,100,,,,,CAT 21157.78,LEX-FCST,.
YT435102-815,Days,9/3/2021,,1,3,3,3,100,,,,,CAT 21157.78,LEX-FCST,.
YT435102-815,Days,9/10/2021,,1,3,3,3,100,,,,,CAT 21157.78,LEX-FCST,.
YT435102-815,Days,9/17/2021,,1,1,1,1,100,,,,,CAT 21157.78,LEX-FCST,.
YT435102-815,Days,9/24/2021,,1,3,3,3,100,,,,,CAT 21157.78,LEX-FCST,.
YT435102-815,Days,10/4/2021,,1,3,3,3,100,,,,,CAT 21157.78,LEX-FCST,.
YT435102-815,Days,10/11/2021,,1,3,3,3,100,,,,,CAT 21157.78,LEX-FCST,.
YT435102-815,Days,10/18/2021,,1,1,1,1,100,,,,,CAT 21157.78,LEX-FCST,.
YT435102-815,Days,10/25/2021,,1,3,3,3,100,,,,,CAT 21157.78,LEX-FCST,.
YT435102-815,Days,11/1/2021,,1,3,3,3,100,,,,,CAT 21157.78,LEX-FCST,.
YT435102-815,Days,11/8/2021,,1,2,2,2,100,,,,,CAT 21157.78,LEX-FCST,.
YT435102-815,Days,11/15/2021,,1,1,1,1,100,,,,,CAT 21157.78,LEX-FCST,.
YT435102-815,Days,11/22/2021,,1,5,5,5,100,,,,,CAT 21157.78,LEX-FCST,.
YT436763-AO-816,Days,8/24/2021,,1,1,1,1,100,,,,,CAT 343.00,LEX-FCST,.
YT436763-AO-816,Days,10/26/2021,,1,1,1,1,100,,,,,CAT 343.00,LEX-FCST,.
YT436766-AO-816,Days,10/26/2021,,1,1,1,1,100,,,,,CAT 330.00,LEX-FCST,.
YT437963-AO-816,Days,8/3/2021,,1,0,0,0,100,,,,,CAT 401.00,LEX-FCST,.
YT440046-815,Days,4/26/2021,,1,1,1,1,100,,,,,CAT 28852.78,LEX-FCST,.
YT440046-815,Days,5/24/2021,,1,1,1,1,100,,,,,CAT 28852.78,LEX-FCST,.
YT440046-815,Days,6/24/2021,,1,1,1,1,100,,,,,CAT 28852.78,LEX-FCST,.
YT440046-815,Days,7/26/2021,,1,1,1,1,100,,,,,CAT 28852.78,LEX-FCST,.
YT440046-815,Days,8/25/2021,,1,1,1,1,100,,,,,CAT 28852.78,LEX-FCST,.
YT440046-815,Days,9/24/2021,,1,1,1,1,100,,,,,CAT 28852.78,LEX-FCST,.
YT440046-815,Days,10/25/2021,,1,1,1,1,100,,,,,CAT 28852.78,LEX-FCST,.
YT440046-815,Days,11/22/2021,,1,1,1,1,100,,,,,CAT 28852.78,LEX-FCST,.
YT440077,Days,5/17/2021,,1,4,4,4,100,,,,,CPG 54472.00,LEX-FCST,.
YT440077,Days,5/24/2021,,1,1,1,1,100,,,,,CPG 54472.00,LEX-FCST,.
YT440077,Days,6/7/2021,,1,1,1,1,100,,,,,CPG 54472.00,LEX-FCST,.
YT440077,Days,6/14/2021,,1,5,5,5,100,,,,,CPG 54472.00,LEX-FCST,.
YT440077,Days,7/2/2021,,1,1,1,1,100,,,,,CPG 54472.00,LEX-FCST,.
YT440077,Days,7/12/2021,,1,2,2,2,100,,,,,CPG 54472.00,LEX-FCST,.
YT440077,Days,7/19/2021,,1,1,1,1,100,,,,,CPG 54472.00,LEX-FCST,.
YT440077,Days,7/26/2021,,1,5,5,5,100,,,,,CPG 54472.00,LEX-FCST,.
YT440077,Days,8/9/2021,,1,0,0,0,100,,,,,CPG 54472.00,LEX-FCST,.
YT440077,Days,8/16/2021,,1,4,4,4,100,,,,,CPG 54472.00,LEX-FCST,.
YT440077,Days,8/30/2021,,1,2,2,2,100,,,,,CPG 54472.00,LEX-FCST,.
YT440077,Days,9/3/2021,,1,2,2,2,100,,,,,CPG 54472.00,LEX-FCST,.
YT440077,Days,9/20/2021,,1,1,1,1,100,,,,,CPG 54472.00,LEX-FCST,.
YT440077,Days,9/27/2021,,1,1,1,1,100,,,,,CPG 54472.00,LEX-FCST,.
YT440077,Days,10/11/2021,,1,1,1,1,100,,,,,CPG 54472.00,LEX-FCST,.
YT440077,Days,10/25/2021,,1,1,1,1,100,,,,,CPG 54472.00,LEX-FCST,.
YT440077,Days,11/8/2021,,1,1,1,1,100,,,,,CPG 54472.00,LEX-FCST,.
YT440077,Days,11/15/2021,,1,1,1,1,100,,,,,CPG 54472.00,LEX-FCST,.
YT440077,Days,11/22/2021,,1,2,2,2,100,,,,,CPG 54472.00,LEX-FCST,.
YT442390,Days,4/19/2021,,1,0,1,0,100,,,,,CPG 54472.00,LEX-FCST,.
YT442390,Days,4/26/2021,,1,10,10,10,100,,,,,CPG 54472.00,LEX-FCST,.
YT442390,Days,5/3/2021,,1,6,6,6,100,,,,,CPG 54472.00,LEX-FCST,.
YT442390,Days,5/10/2021,,1,1,1,1,100,,,,,CPG 54472.00,LEX-FCST,.
YT442390,Days,5/17/2021,,1,3,3,3,100,,,,,CPG 54472.00,LEX-FCST,.
YT442390,Days,5/24/2021,,1,12,12,12,100,,,,,CPG 54472.00,LEX-FCST,.
YT442390,Days,5/28/2021,,1,6,6,6,100,,,,,CPG 54472.00,LEX-FCST,.
YT442390,Days,6/7/2021,,1,4,4,4,100,,,,,CPG 54472.00,LEX-FCST,.
YT442390,Days,6/14/2021,,1,4,4,4,100,,,,,CPG 54472.00,LEX-FCST,.
YT442390,Days,6/21/2021,,1,4,4,4,100,,,,,CPG 54472.00,LEX-FCST,.
YT442390,Days,6/28/2021,,1,7,7,7,100,,,,,CPG 54472.00,LEX-FCST,.
YT442390,Days,7/2/2021,,1,4,4,4,100,,,,,CPG 54472.00,LEX-FCST,.
YT442390,Days,7/19/2021,,1,7,7,7,100,,,,,CPG 54472.00,LEX-FCST,.
YT442390,Days,8/2/2021,,1,5,5,5,100,,,,,CPG 54472.00,LEX-FCST,.
YT442390,Days,8/9/2021,,1,5,5,5,100,,,,,CPG 54472.00,LEX-FCST,.
YT442390,Days,8/16/2021,,1,6,6,6,100,,,,,CPG 54472.00,LEX-FCST,.
YT442390,Days,8/23/2021,,1,4,4,4,100,,,,,CPG 54472.00,LEX-FCST,.
YT442390,Days,8/30/2021,,1,19,19,19,100,,,,,CPG 54472.00,LEX-FCST,.
YT442390,Days,9/13/2021,,1,10,10,10,100,,,,,CPG 54472.00,LEX-FCST,.
YT442390,Days,9/20/2021,,1,9,9,9,100,,,,,CPG 54472.00,LEX-FCST,.
YT442390,Days,9/27/2021,,1,10,10,10,100,,,,,CPG 54472.00,LEX-FCST,.
YT442390,Days,10/11/2021,,1,9,9,9,100,,,,,CPG 54472.00,LEX-FCST,.
YT442390,Days,10/25/2021,,1,4,4,4,100,,,,,CPG 54472.00,LEX-FCST,.
YT442390,Days,11/1/2021,,1,6,6,6,100,,,,,CPG 54472.00,LEX-FCST,.
YT442390,Days,11/8/2021,,1,6,6,6,100,,,,,CPG 54472.00,LEX-FCST,.
YT442390,Days,11/15/2021,,1,11,11,11,100,,,,,CPG 54472.00,LEX-FCST,.
YT442390,Days,11/29/2021,,1,7,7,7,100,,,,,CPG 54472.00,LEX-FCST,.
YT442393,Days,4/12/2021,,1,2,3,2,100,,,,,CPG 56015.00,LEX-FCST,.
YT442393,Days,4/19/2021,,1,8,8,8,100,,,,,CPG 56015.00,LEX-FCST,.
YT442393,Days,4/26/2021,,1,1,1,1,100,,,,,CPG 56015.00,LEX-FCST,.
YT442393,Days,5/3/2021,,1,4,4,4,100,,,,,CPG 56015.00,LEX-FCST,.
YT442393,Days,5/10/2021,,1,4,4,4,100,,,,,CPG 56015.00,LEX-FCST,.
YT442393,Days,5/17/2021,,1,3,3,3,100,,,,,CPG 56015.00,LEX-FCST,.
YT442393,Days,5/24/2021,,1,1,1,1,100,,,,,CPG 56015.00,LEX-FCST,.
YT442393,Days,5/28/2021,,1,1,1,1,100,,,,,CPG 56015.00,LEX-FCST,.
YT442393,Days,6/7/2021,,1,1,1,1,100,,,,,CPG 56015.00,LEX-FCST,.
YT442393,Days,6/21/2021,,1,3,3,3,100,,,,,CPG 56015.00,LEX-FCST,.
YT442393,Days,6/28/2021,,1,4,4,4,100,,,,,CPG 56015.00,LEX-FCST,.
YT442393,Days,7/2/2021,,1,5,5,5,100,,,,,CPG 56015.00,LEX-FCST,.
YT442393,Days,7/12/2021,,1,5,5,5,100,,,,,CPG 56015.00,LEX-FCST,.
YT442393,Days,7/19/2021,,1,5,5,5,100,,,,,CPG 56015.00,LEX-FCST,.
YT442393,Days,8/9/2021,,1,5,5,5,100,,,,,CPG 56015.00,LEX-FCST,.
YT442393,Days,8/16/2021,,1,1,1,1,100,,,,,CPG 56015.00,LEX-FCST,.
YT442393,Days,8/30/2021,,1,1,1,1,100,,,,,CPG 56015.00,LEX-FCST,.
YT442393,Days,9/20/2021,,1,13,13,13,100,,,,,CPG 56015.00,LEX-FCST,.
YT442393,Days,10/11/2021,,1,6,6,6,100,,,,,CPG 56015.00,LEX-FCST,.
YT442393,Days,10/18/2021,,1,3,3,3,100,,,,,CPG 56015.00,LEX-FCST,.
YT442393,Days,11/29/2021,,1,1,1,1,100,,,,,CPG 56015.00,LEX-FCST,.
YT443084-800,Days,4/28/2021,,1,0,2,0,100,,,,,PRW 5200.00,LEX-FCST,.
YT443084-800,Days,4/29/2021,,1,2,4,2,100,,,,,PR   5200.00,LEX-FCST,.
YT443084-800,Days,5/5/2021,,1,3,3,3,100,,,,,PRW 5200.00,LEX-FCST,.
YT443084-800,Days,5/18/2021,,1,1,2,1,100,,,,,PRW 5200.00,LEX-FCST,.
YT443084-800,Days,5/27/2021,,1,1,1,1,100,,,,,PR   5200.00,LEX-FCST,.
YT443084-800,Days,5/28/2021,,1,2,2,2,100,,,,,PRW 5200.00,LEX-FCST,.
YT443084-800,Days,6/14/2021,,1,2,2,2,100,,,,,PRW 5200.00,LEX-FCST,.
YT443084-800,Days,6/22/2021,,1,2,2,2,100,,,,,PRW 5200.00,LEX-FCST,.
YT443084-800,Days,6/29/2021,,1,1,1,1,100,,,,,PR   5200.00,LEX-FCST,.
YT443084-800,Days,7/2/2021,,1,2,2,2,100,,,,,PRW 5200.00,LEX-FCST,.
YT443084-800,Days,7/14/2021,,1,2,2,2,100,,,,,PRW 5200.00,LEX-FCST,.
YT443084-800,Days,7/26/2021,,1,2,2,2,100,,,,,PRW 5200.00,LEX-FCST,.
YT443084-800,Days,7/29/2021,,1,5,5,5,100,,,,,PR   5200.00,LEX-FCST,.
YT443084-800,Days,8/9/2021,,1,2,2,2,100,,,,,PRW 5200.00,LEX-FCST,.
YT443084-800,Days,8/17/2021,,1,1,1,1,100,,,,,PRW 5200.00,LEX-FCST,.
YT443084-800,Days,8/24/2021,,1,2,2,2,100,,,,,PRW 5200.00,LEX-FCST,.
YT443084-800,Days,8/30/2021,,1,5,5,5,100,,,,,PR   5200.00,LEX-FCST,.
YT443084-800,Days,9/3/2021,,1,2,2,2,100,,,,,PRW 5200.00,LEX-FCST,.
YT443084-800,Days,9/15/2021,,1,2,2,2,100,,,,,PRW 5200.00,LEX-FCST,.
YT443084-800,Days,9/27/2021,,1,2,2,2,100,,,,,PRW 5200.00,LEX-FCST,.
YT443084-800,Days,10/11/2021,,1,2,2,2,100,,,,,PRW 5200.00,LEX-FCST,.
YT443084-800,Days,10/19/2021,,1,1,1,1,100,,,,,PRW 5200.00,LEX-FCST,.
YT443085-800,Days,4/19/2021,,1,2,3,2,100,,,,,PRW 5200.00,LEX-FCST,.
YT443085-800,Days,4/26/2021,,1,1,1,1,100,,,,,PR 5200.00,LEX-FCST,.
YT443085-800,Days,4/28/2021,,1,2,2,2,100,,,,,PRW 5200.00,LEX-FCST,.
YT443085-800,Days,5/5/2021,,1,2,3,2,100,,,,,PRW 5200.00,LEX-FCST,.
YT443085-800,Days,5/18/2021,,1,1,2,1,100,,,,,PRW 5200.00,LEX-FCST,.
YT443085-800,Days,5/28/2021,,1,2,2,2,100,,,,,PRW 5200.00,LEX-FCST,.
YT443085-800,Days,6/14/2021,,1,2,2,2,100,,,,,PRW 5200.00,LEX-FCST,.
YT443085-800,Days,6/22/2021,,1,2,2,2,100,,,,,PRW 5200.00,LEX-FCST,.
YT443085-800,Days,7/2/2021,,1,2,2,2,100,,,,,PRW 5200.00,LEX-FCST,.
YT443085-800,Days,7/14/2021,,1,2,2,2,100,,,,,PRW 5200.00,LEX-FCST,.
YT443085-800,Days,7/26/2021,,1,2,2,2,100,,,,,PRW 5200.00,LEX-FCST,.
YT443085-800,Days,8/9/2021,,1,2,2,2,100,,,,,PRW 5200.00,LEX-FCST,.
YT443085-800,Days,8/17/2021,,1,1,1,1,100,,,,,PRW 5200.00,LEX-FCST,.
YT443085-800,Days,8/24/2021,,1,2,2,2,100,,,,,PRW 5200.00,LEX-FCST,.
YT443085-800,Days,9/3/2021,,1,2,2,2,100,,,,,PRW 5200.00,LEX-FCST,.
YT443085-800,Days,9/15/2021,,1,2,2,2,100,,,,,PRW 5200.00,LEX-FCST,.
YT443085-800,Days,9/27/2021,,1,2,2,2,100,,,,,PRW 5200.00,LEX-FCST,.
YT443085-800,Days,10/11/2021,,1,2,2,2,100,,,,,PRW 5200.00,LEX-FCST,.
YT443085-800,Days,10/19/2021,,1,1,1,1,100,,,,,PRW 5200.00,LEX-FCST,.
YT444343,Days,3/25/2021,,1,1,1,1,100,,,,,CAT 25463.00,LEX-FCST,.
YT445255-800,Days,5/24/2021,,1,1,1,1,100,,,,,PRW 7902.24,LEX-FCST,.
YT445255-800,Days,7/26/2021,,1,0,1,0,100,,,,,PRW 7902.24,LEX-FCST,.
YT445256-800,Days,5/18/2021,,1,2,2,2,100,,,,,PRW 7860.24,LEX-FCST,.
YT445256-800,Days,7/26/2021,,1,1,1,1,100,,,,,PRW 7860.24,LEX-FCST,.
YT445516,Days,4/29/2021,,1,0,2,0,100,,,,,CAT 55043.00,LEX-FCST,.
YT446565,Days,6/29/2021,,1,1,1,1,100,,,,,PR  630.00,LEX-FCST,.
YT446565,Days,7/29/2021,,1,5,5,5,100,,,,,PR  630.00,LEX-FCST,.
YT446565,Days,8/30/2021,,1,5,5,5,100,,,,,PR  630.00,LEX-FCST,.
YT446581,Days,3/30/2021,,1,8,8,8,100,,,,,PR 584.00,LEX-FCST,.
YT446581,Days,4/29/2021,,1,7,7,7,100,,,,,PR 584.00,LEX-FCST,.
YT446581,Days,5/27/2021,,1,6,6,6,100,,,,,PR 584.00,LEX-FCST,.
YT446581,Days,6/29/2021,,1,7,7,7,100,,,,,PR 584.00,LEX-FCST,.
YT446581,Days,7/29/2021,,1,6,6,6,100,,,,,PR 584.00,LEX-FCST,.
YT446581,Days,8/30/2021,,1,6,6,6,100,,,,,PR 584.00,LEX-FCST,.
YT446581,Days,9/29/2021,,1,6,6,6,100,,,,,PR 584.00,LEX-FCST,.
YT446581,Days,10/28/2021,,1,6,6,6,100,,,,,PR 584.00,LEX-FCST,.
YT446581,Days,11/29/2021,,1,8,8,8,100,,,,,PR 584.00,LEX-FCST,.
YT446936,Days,5/4/2021,,1,4,4,4,100,,,,,INN 11383.00,LEX-FCST,.
YT446936,Days,6/7/2021,,1,3,3,3,100,,,,,INN 11383.00,LEX-FCST,.
YT448212,Days,5/28/2021,,1,5,5,5,100,,,,,KOH 44546.00,LEX-FCST,.
YT448212,Days,6/18/2021,,1,4,4,4,100,,,,,KOH 44546.00,LEX-FCST,.
YT448212,Days,7/26/2021,,1,4,4,4,100,,,,,KOH 44546.00,LEX-FCST,.
YT448212,Days,8/27/2021,,1,3,3,3,100,,,,,KOH 44546.00,LEX-FCST,.
YT448212,Days,9/24/2021,,1,5,5,5,100,,,,,KOH 44546.00,LEX-FCST,.
YT448212,Days,10/29/2021,,1,3,3,3,100,,,,,KOH 44546.00,LEX-FCST,.
YT448212,Days,11/24/2021,,1,5,5,5,100,,,,,KOH 44564.00,LEX-FCST,.
YT448306-817,Days,4/5/2021,,1,0,3,0,100,,,,,CAT 52963.00,LEX-FCST,.
YT448795,Days,4/26/2021,,1,6,6,6,100,,,,,KOH 64616.00,LEX-FCST,.
YT448795,Days,5/28/2021,,1,3,3,3,100,,,,,KOH 64616.00,LEX-FCST,.
